Entity ID,Entity Name,City,Type,Status
473 - 305,Milikone & Son LLC,"MOBILE, AL",Domestic Limited Liability Company,Exists
032 - 599,"Miller and Son Agency, Inc.","CHIPLEY, FL",Foreign Corporation,Registered Name
170 - 849,"Milligan & Son, Inc.","BERRY, AL",Domestic Corporation,Exists
064 - 116,"M. J. Brooks and Son Construction, Incorporated","SYLACAUGA, AL",Domestic Corporation,Exists
759 - 988,"M. J. Jaffe & Son, Inc.","BIRMINGHAM, AL",Domestic Corporation,Dissolved
759 - 995,"M. J. Jaffee and Son, Inc.","BIRMINGHAM, AL",Foreign Corporation,Withdrawn
111 - 085,"Montgomery & Son, Inc.","YORK, AL",Domestic Corporation,Dissolved
430 - 020,"Morris and Son Enterprises, LLC","FLORENCE, AL",Domestic Limited Liability Company,Exists
538 - 985,"Morris & Son Trucking , LLC",Not Provided,Domestic Series Limited Liability Company,Exists
401 - 912,"Moses & Son Construction, LLC",Not Provided,Domestic Limited Liability Company,Exists
033 - 354,"Mr. & Mrs. H. R. Fell & Son, Inc.","IRONDALE, AL",Domestic Corporation,Previous Name
175 - 554,"Murphy & Son Wood Processing, Inc.","VALLEY, AL",Domestic Corporation,Exists
105 - 063,"Nanney & Son, Inc.","GLENCOE, AL",Domestic Corporation,Exists
396 - 688,"Nathan One Son, LLC",Not Provided,Domestic Series Limited Liability Company,Exists
785 - 235,"Neal Presley & Son, Inc.","BAY MINETTE, AL",Domestic Corporation,Dissolved
906 - 367,"Ned Bard & Son Co., Inc.","LEOLA, PA",Foreign Corporation,Exists
695 - 991,"Neil Mccrary & Son Logging Company, L.L.C.","DOUBLE SPRINGS, AL",Domestic Limited Liability Company,Dissolved
259 - 524,"NELSON AND SON CONSTRUCTION, INC.","GUNTERSVILLE, AL",Domestic Corporation,Exists
129 - 713,"Newcomb & Son Railroad Work and Grading, Inc.","TRUSSVILLE, AL",Domestic Corporation,Dissolved
090 - 949,"Nicholson & Son Boatworks, Inc.","MOBILE, AL",Domestic Corporation,Dissolved
154 - 925,"Noble & Son, Inc.,","SCOTTSBORO, AL",Domestic Corporation,Merged
855 - 108,"Norris & Son, Inc.","CHATTANOOGA, TN",Foreign Corporation,Exists
535 - 102,"O Mustad & Son Americas, Inc","MIAMI, FL",Foreign Corporation,Exists
777 - 660,"O.A. Newton & Son Company, Inc.","BRIDGEVILLE,, DE",Foreign Corporation,Withdrawn
006 - 692,"O. B. Ennis & Son, Inc.","OPELIKA, AL",Domestic Corporation,Dissolved
855 - 215,"Oliver B. Cannon & Son, Inc.","PHILADELPHIA, PA",Foreign Corporation,Revoked
855 - 216,"Oliver B. Cannon & Son, Inc. of Florida","LAKELAND, FL",Foreign Corporation,Merged
325 - 761,"One Son Entertainment, LLC","BESSEMER, AL",Domestic Limited Liability Company,Exists
749 - 836,O.P. Green & Son,"DOTHAN, AL",Domestic Corporation,Exists
682 - 256,"Osborn & Son Electric, L.L.C.","GULF SHORES, AL",Domestic Limited Liability Company,Exists
059 - 176,"Ossie Brundidge & Son, Inc.","FOLEY, AL",Domestic Corporation,Exists
011 - 644,O. W. Lyles and Son,"BAY MINETTE, AL",Domestic Corporation,Exists
476 - 028,"Owens and Son Construction, LLC","SAMSON, AL",Domestic Limited Liability Company,Exists
128 - 380,"Owens & Son, Inc.","BIRMINGHAM, AL",Domestic Corporation,Dissolved
186 - 783,"Owens & Son, Inc.","LINCOLN, AL",Domestic Corporation,Dissolved
281 - 825,Palmer & Son Construction LLC,"HAZEL GREEN, AL",Domestic Limited Liability Company,Dissolved
201 - 534,"Palmer & Son, Inc.","BIRMINGHAM, AL",Domestic Corporation,Exists
781 - 240,"Parker & Son Aluminum Screens, Inc.","IRONDALE, AL",Domestic Corporation,Dissolved
398 - 839,"PARKER & SON EXPRESS, LLC",Not Provided,Domestic Limited Liability Company,Exists
053 - 610,Parker and Son Grocery Company Incorporation,"BIRMINGHAM, AL",Domestic Corporation,Dissolved
165 - 490,"Parker & Son, Inc.","MOBILE, AL",Domestic Corporation,Exists
900 - 672,"Parker & Son, Inc.","GREER, SC",Foreign Corporation,Withdrawn
446 - 402,"Parker & Son, LLC","MONTGOMERY, AL",Domestic Limited Liability Company,Exists
120 - 722,"Parks & Son Excavating, Inc.","GRANT, AL",Domestic Corporation,Exists
781 - 300,"Parks & Son Pulpwood Co., Inc.","CLIO, AL",Domestic Corporation,Exists
202 - 736,"Parks & Son Trucking, Incorporated","SCOTTSBORO, AL",Domestic Corporation,Exists
057 - 349,"Parris & Son Construction Company, Inc.","ANNISTON, AL",Domestic Corporation,Exists
548 - 335,PATE & SON LLC,Not Provided,Domestic Limited Liability Company,Exists
508 - 032,PATTERSON & SON L.L.C.,Not Provided,Domestic Limited Liability Company,Dissolved
781 - 740,"Patton & Son of Decatur, Inc.","DECATUR, AL",Domestic Corporation,Dissolved
720 - 432,"Paul Burkholder & Son, Inc.","MOBILE, AL",Domestic Corporation,Dissolved
588 - 543,"Paul Jackson & Son, Inc.","Brookhaven, MS",Foreign Corporation,Exists
781 - 870,"Payne and Son Hardware Company, Inc.","FALKVILLE, AL",Domestic Corporation,Dissolved
263 - 579,"Payne & Son Trucking, Inc","MONTGOMERY, AL",Domestic Corporation,Exists
855 - 431,"Percy Galbreath & Son, Inc.","MEMPHIS, TN",Foreign Corporation,Previous Name
108 - 474,"Perrin and Son, Inc., a close corporation","BIRMINGHAM, AL",Domestic Corporation,Exists
179 - 309,"Perryman and Son Funeral Parlor, Inc.","BIRMINGHAM, AL",Domestic Corporation,Exists
085 - 015,"Perryman and Son Funeral Services, Inc.","BIRMINGHAM, AL",Domestic Corporation,Dissolved
405 - 415,"Pettit and Son Enterprises, LLC",Not Provided,Domestic Limited Liability Company,Exists
728 - 143,P. F. Collier & Son Corp.,"JERSEY CITY, NJ",Foreign Corporation,Withdrawn
728 - 143,P. F. Collier & Son Distributing Corp.,"JERSEY CITY, NJ",Foreign Corporation,Previous Name
014 - 583,"Phelps and Son, Inc.","BESSEMER, AL",Domestic Corporation,Dissolved
777 - 663,Phil Newton & Son Construction Corporation,"MOBILE, AL",Domestic Corporation,Dissolved
085 - 508,"Phillips & Son, Inc.","GREENVILLE, AL",Domestic Corporation,Exists
584 - 251,"Phillips & Son Lawn Service & Maintenance, LLC",Not Provided,Domestic Limited Liability Company,Exists
085 - 508,"Phillips & Son Logging Co., Inc.","GREENVILLE, AL",Domestic Corporation,Previous Name
353 - 457,Philon and Son Trucking LLC,Not Provided,Domestic Limited Liability Company,Exists
146 - 538,"Pipkin & Son, Inc.","MOBILE, AL",Domestic Corporation,Exists
313 - 629,"Posey & Son Nursey, LLC",Not Provided,Domestic Limited Liability Company,Exists
677 - 712,"Powell & Son, LLC","EVERGREEN, AL",Domestic Limited Liability Company,Dissolved
168 - 315,"Presley & Son Electric Service, Inc.","MOBILE, AL",Domestic Corporation,Exists
679 - 744,"Pritchett & Son, LLC","DAPHNE, AL",Domestic Limited Liability Company,Exists
392 - 534,"PRODIGAL SON ENTERPRISES, LLC",Not Provided,Domestic Limited Liability Company,Exists
223 - 199,"Prodigal Son Trucking, Inc","FLOMATON, AL",Domestic Corporation,Exists
341 - 508,Proffitt & Son LLC,Not Provided,Domestic Limited Liability Company,Exists
341 - 508,Profitt & Son LLC,Not Provided,Domestic Limited Liability Company,Previous Name
015 - 106,"Pruitt and Son Furniture Company, Inc.","CULLMAN, AL",Domestic Corporation,Exists
216 - 172,"Pry-D & Son Trucking, Inc.","BIRMINGHAM, AL",Domestic Corporation,Exists
684 - 140,"Pugh & Son Construction, LLC","AUBURN, AL",Domestic Limited Liability Company,Exists
015 - 128,"Pugh and Son, Inc.","EVERGREEN, AL",Domestic Corporation,Exists
785 - 703,"Pullen & Son Industries, Inc.","CULLMAN, AL",Domestic Corporation,Exists
785 - 446,"Purnell & Son Vending Company, Inc.","TUSCUMBIA, AL",Domestic Corporation,Dissolved
692 - 111,"Purvis and Son Trucking, L.L.C.","MOBILE, AL",Domestic Limited Liability Company,Dissolved
326 - 171,Quality Contractor & Son LLC,Not Provided,Domestic Limited Liability Company,Exists
184 - 164,"R. Paetz & Son Trucking, Inc.","DOTHAN, AL",Domestic Corporation,Dissolved
430 - 939,"R. Thomas & Son, LLC","HARTSELLE, AL",Domestic Limited Liability Company,Exists
674 - 374,"Rawlinson & Son, LLC","PRATTVILLE, AL",Domestic Limited Liability Company,Exists
049 - 627,"Ray & Son Heating and Air Conditioning, Inc","NASHVILLE, GA",Foreign Corporation,Exists
766 - 731,"Ray C. McAnnally & Son, Inc.","PINSON, AL",Domestic Corporation,Dissolved
809 - 331,"Ray Waters & Son Truckers, Inc.","BAY MINETTE, AL",Domestic Corporation,Exists
272 - 360,"RAYMOND McMILLAN & SON, LLC","STOCKTON, AL",Domestic Limited Liability Company,Exists
807 - 279,"Raymond Varner & Son Excavating Co., Inc.","TALLASSEE, AL",Domestic Corporation,Dissolved
136 - 172,"R. D. Beatty & Son, Inc.","HOMEWOOD, AL",Domestic Corporation,Exists
737 - 740,"R. D. Durham & Son, Inc.","WILMINGTON, DE",Foreign Corporation,Withdrawn
763 - 502,R. E. Lambert & Son Incorporated,"DARLINGTON, AL",Domestic Corporation,Dissolved
083 - 517,"Red Bazzell & Son, Inc.","MONTGOMERY, AL",Domestic Corporation,Exists
363 - 100,REED AND SON LLC,Not Provided,Domestic Limited Liability Company,Exists
418 - 981,"Reeves and Son, LLC","VINEMONT, AL",Domestic Limited Liability Company,Exists
493 - 658,"Reeves & Son Logging, LLC","FLORALA, AL",Domestic Limited Liability Company,Dissolved
048 - 650,"Reno and Son, Inc.","FULTONDALE, AL",Domestic Corporation,Previous Name
521 - 441,"REY & SON LAWN CARE, LLC",Not Provided,Domestic Limited Liability Company,Exists
385 - 786,RICKS AND SON TRUCKING LLC,Not Provided,Domestic Limited Liability Company,Exists
681 - 715,"Rikard & Son, L.L.C.","MUSCLE SHOALS, AL",Domestic Limited Liability Company,Exists
264 - 433,"Rising Son Farm, Inc.","COFFEE SPRINGS, AL",Domestic Corporation,Exists
286 - 330,Rob 'N' Son Enterprise Inc.,"MOBILE, AL",Domestic Corporation,Exists
767 - 642,"Robert McMullan & Son, Inc.","SAN DIEGO, CA",Foreign Corporation,Withdrawn
084 - 270,"Robert R. Furgerson, Sr. and Son, Inc., a close corp.","ANNISTON, AL",Domestic Corporation,Dissolved
710 - 428,Roberts & Son,"BIRMINGHAM, AL",Domestic Corporation,Merged
710 - 427,"Roberts & Son, Incorporated","WILMINGTON, DE",Foreign Corporation,Merged
710 - 455,"Roberts & Son, Incorporated","BIRMINGHAM, AL",Domestic Corporation,Previous Name
486 - 767,"Roberts & Son, LLC","DOTHAN, AL",Domestic Limited Liability Company,Exists
034 - 770,"Robertson and Son Building Supply, Inc.","TALLASSEE, AL",Domestic Corporation,Exists
789 - 245,"Robinson & Son, Inc.","MOBILE, AL",Domestic Corporation,Dissolved
021 - 646,"Rockco & Son Funeral Home, Inc.","MONTEVALLO, AL",Domestic Limited Liability Company,Previous Name
916 - 768,"Rodgers & Son Paint Contractors, Inc.","HOPEWELL, VA",Foreign Corporation,Exists
855 - 977,"Roger J. Au and Son, Inc.","MANSFIELD, OH",Foreign Corporation,Revoked
660 - 479,"Rogers & Son Grocery, LLC","MOBILE, AL",Domestic Limited Liability Company,Exists
197 - 794,"Rolison & Son Trucking, Inc.","LISMAN, AL",Domestic Corporation,Dissolved
049 - 669,"Roper and Son, Inc.","RAINSVILLE, AL",Domestic Corporation,Exists
419 - 038,"Ross & Son Paint & Body, LLC","QUINTON, AL",Domestic Limited Liability Company,Exists
734 - 217,"Ross Debter & Son Eggs, Incorporated","HORTON, AL",Domestic Corporation,Dissolved
803 - 893,"Rowland Tompkins & Son, Inc.","HAWTHORNE, NY",Foreign Corporation,Previous Name
427 - 701,"Roy Pounds and Son, LLC","BOAZ, AL",Domestic Limited Liability Company,Exists
030 - 805,"Roy Wills and Son, Inc.","TRUSSVILLE, AL",Domestic Corporation,Dissolved
811 - 499,"Roy Wills & Son, Inc.","TRUSSVILLE, AL",Domestic Corporation,Dissolved
199 - 995,"R. S. Price & Son Refrigeration, Inc.","FAIRHOPE, AL",Domestic Corporation,Exists
338 - 009,"RTL and son enterprise, LLC",Not Provided,Domestic Limited Liability Company,Exists
082 - 429,"Rutledge & Son, Inc.","CULLMAN, AL",Domestic Corporation,Dissolved
187 - 735,"RW Bishop & Son, Inc.","HOKES BLUFF, AL",Domestic Corporation,Exists
036 - 605,"R. W. Kirk & Son, Inc.","ORRVILLE, AL",Domestic Corporation,Dissolved
933 - 295,"S. Cohn & Son, Inc.","INDIANAPOLIS, IN",Foreign Corporation,Exists
342 - 560,"Salter & Son, LLC",Not Provided,Domestic Limited Liability Company,Exists
281 - 891,"Salva and Son, L.L.C.",Not Provided,Domestic Limited Liability Company,Exists
791 - 667,"Salzman & Son, Inc.","AUBURN, AL",Domestic Corporation,Previous Name
299 - 232,"Sam C Franklin & Son, Incorporated","MARYVILLE, TN",Foreign Corporation,Exists
764 - 646,"Sam Lefkovits & Son Co., Inc.","BESSEMER, AL",Domestic Corporation,Dissolved
403 - 202,SAM SIMONE & SON ACQUISITIONS INC.,"BROOKLYN, NY",Foreign Corporation,Withdrawn
450 - 498,"Samuel, Son & Co. (USA) Inc.","WOODRIDGE, IL",Foreign Corporation,Exists
310 - 223,SANDERS AND SON LLC,"FAIRHOPE, AL",Domestic Limited Liability Company,Exists
791 - 093,"Sandifer & Son Construction Company, Inc.","MOBILE, AL",Domestic Corporation,Dissolved
423 - 604,"Sanford & Son Ice Cream, L.L.C.","BIRMINGHAM, AL",Domestic Limited Liability Company,Dissolved
091 - 974,"Sanford and Son, Inc.","GLENCOE, AL",Domestic Corporation,Dissolved
791 - 259,"Sanford and Son, Inc.","BIRMINGHAM, AL",Domestic Corporation,Dissolved
033 - 266,"SANFORD & SON, Limited Liability Company",Not Provided,Domestic Limited Liability Company,Exists
035 - 021,"Sanford & Son Salvage Junk, Inc.","IRONDALE, AL",Domestic Corporation,Exists
693 - 248,Sarris and Son L.L.C.,"BESSEMER, AL",Domestic Limited Liability Company,Dissolved
355 - 813,SAVAGE AND SON PLASTERING LLC,Not Provided,Domestic Limited Liability Company,Dissolved
398 - 420,"Scheer & Son Tractor Work, LLC",Not Provided,Domestic Limited Liability Company,Exists
447 - 729,"Schuller & Son Roofing, LLC","ELKMONT, AL",Domestic Limited Liability Company,Exists
254 - 592,"Sconyers and Son Cattle Farm, Inc.","GENEVA, AL",Domestic Corporation,Exists
155 - 678,"Sconyers and Son Farms, Inc.","COFFEE SPRINGS, AL",Domestic Corporation,Exists
147 - 199,"Scott, Son & Daughter, Inc.","BIRMINGHAM, AL",Domestic Corporation,Dissolved
249 - 408,"Seale & Son, Inc.","FAIRHOPE, AL",Domestic Corporation,Exists
393 - 116,Seventh Son Games LLC,Not Provided,Domestic Limited Liability Company,Exists
816 - 518,"Shambaugh & Son, L.P.","FT WAYNE, IN",Foreign Limited Partnership,Exists
226 - 679,"Shaw & Son Farms, Inc.","TANNER, AL",Domestic Corporation,Exists
142 - 034,"Sheffield & Son General Contractors, Inc.","FRISCO CITY, AL",Domestic Corporation,Exists
754 - 887,"Shelby Holt and Son, Inc.","SHEFFIELD, AL",Domestic Corporation,Dissolved
136 - 283,"Shelton & Son Tire Service, Inc.","BIRMINGHAM, AL",Domestic Corporation,Exists
191 - 611,"Shirley & Son, Inc.","BESSEMER, AL",Domestic Corporation,Exists
127 - 528,"Shivers & Son, Incorporated","BESSEMER, AL",Domestic Corporation,Dissolved
169 - 380,"Silas & Son Construction, Inc.","DEATSVILLE, AL",Domestic Corporation,Exists
671 - 566,"Silavent & Son Properties, L.L.C.","OPELIKA, AL",Domestic Limited Liability Company,Dissolved
433 - 607,Silverfox & Son LLC,"BRILLIANT, AL",Domestic Limited Liability Company,Exists
051 - 081,"Sis & Son, Inc.","SYLACAUGA, AL",Domestic Corporation,Exists
112 - 260,"Sisk and Son Homebuilders, Inc.","DUTTON, AL",Domestic Corporation,Dissolved
N/A,"Sister and Son Learning Academy, Inc.","Hueytown, AL",Domestic Non-Profit Corporation,Name Reservation
N/A,"Sister and Son, LLC","Hueytown, AL",Domestic Limited Liability Company,Name Reservation
304 - 904,"Skabo's Son, LLC","TUSCALOOSA, AL",Domestic Limited Liability Company,Exists
380 - 981,"S.M. Goodson & Son, LLC",Not Provided,Domestic Limited Liability Company,Exists
151 - 911,"Smith & Son Automotive, Inc., a close corporation","GALLANT, AL",Domestic Corporation,Exists
794 - 938,"Smith & Son, Inc.","TUSCALOOSA, AL",Domestic Corporation,Dissolved
856 - 398,"Smith and Son, Inc. of Milton, Florida","MILTON, FL",Foreign Corporation,Revoked
016 - 979,"Smith & Son Industries, Inc.","JACKSON, AL",Domestic Corporation,Dissolved
412 - 259,"Smith and Son, LLC","NEWELL, AL",Domestic Limited Liability Company,Dissolved
N/A,Smith and Son Logistics LLC,"Austin, TX",Domestic Limited Liability Company,Name Reservation
278 - 681,Smith & Son Properties LLC,"HUNTSVILLE, AL",Domestic Limited Liability Company,Exists
371 - 107,"SMITH SEAFOOD SON, LLC",Not Provided,Domestic Series Limited Liability Company,Exists
794 - 863,"Smitherman & Son Construction of North Alabama, Inc.","DECATUR, AL",Domestic Corporation,Dissolved
794 - 954,"Snow & Son, Inc.","CHICKASAW, AL",Domestic Corporation,Exists
657 - 935,"Sparky & Son, L.L.C.","MONTGOMERY, AL",Domestic Limited Liability Company,Exists
606 - 512,"Spears & Son Construction, L.L.C.","PENSACOLA, FL",Foreign Limited Liability Company,Cancelled
045 - 224,"Stacey & Son Builders, Inc.","PRATTVILLE, AL",Domestic Corporation,Exists
367 - 281,"Stan Boyett & Son, Inc.","MODESTO, CA",Foreign Corporation,Exists
939 - 063,"Stanley & Son, Inc.","CHILLICOTHE, OH",Foreign Corporation,Exists
240 - 375,Steadham & Son Inc.,"MOBILE, AL",Domestic Corporation,Dissolved
549 - 996,Stechyn and Son Inc.,"FLORENCE, AL",Foreign Corporation,Exists
656 - 626,"Stephens & Son Builders, LLC","PRATTVILLE, AL",Domestic Limited Liability Company,Exists
669 - 577,"Stephens and Son Enterprises, L.L.C.","BESSEMER, AL",Domestic Limited Liability Company,Exists
381 - 717,"Stephens & Son Tire, Inc.","FOSTERS, AL",Domestic Corporation,Exists
373 - 110,Stephenson & Son Plumbing LLC,Not Provided,Domestic Professional Limited Liability Company,Exists
341 - 308,"storey and son awnings, LLC",Not Provided,Domestic Limited Liability Company,Exists
448 - 776,"Strickland and Son Enterprises, LLC","ALBERTVILLE, AL",Domestic Limited Liability Company,Dissolved
448 - 777,"Strickland and Son Land, LLC","ALBERTVILLE, AL",Domestic Limited Liability Company,Dissolved
229 - 892,"Stutts & Son, Inc.","LEIGHTON, AL",Domestic Corporation,Exists
800 - 312,"Sugarman Bros. & Son, Inc.","SAN ANTONIO, TX",Foreign Corporation,Withdrawn
618 - 292,Surig & Son Specialized Masonry LLC,"BUFORD, GA",Foreign Limited Liability Company,Exists
546 - 936,"Swords & Son, LLC",Not Provided,Domestic Limited Liability Company,Exists
905 - 477,"T. Baker Smith & Son, Inc.","HOUMA, LA",Foreign Corporation,Exists
153 - 282,"T. Batchelor & Son, Inc.","MOBILE, AL",Domestic Corporation,Exists
323 - 478,"T. Batchelor & Son Piping & Plumbing, LLC",Not Provided,Domestic Limited Liability Company,Dissolved
884 - 241,"T. Smith & Son, Inc.","NEW ORLEANS, LA",Foreign Corporation,Previous Name
801 - 722,Taylor & Son Coal Company,"BESSEMER, AL",Domestic Corporation,Dissolved
125 - 141,"T.C. Roll & Son Painting and Wallcovering, Inc.","BIRMINGHAM, AL",Domestic Corporation,Exists
018 - 264,"Temple & Son Electric Company, Inc.","DECATUR, AL",Domestic Corporation,Previous Name
128 - 974,"Terry & Son, Inc.","BIRMINGHAM, AL",Domestic Corporation,Exists
764 - 253,"T. F. Leak & Son, Inc.","MONTGOMERY, AL",Domestic Corporation,Dissolved
095 - 160,"Thigpen & Son Contractors, Inc.","ROGERSVILLE, AL",Domestic Corporation,Dissolved
018 - 387,"Thomas & Son Furniture Co., Inc.","RAINSVILLE, AL",Domestic Corporation,Dissolved
365 - 693,Thomas and Son Logistics Inc,"ALEXANDER CITY, AL",Domestic Corporation,Exists
802 - 728,Thompson & Son Funeral Home,"ROANOKE, AL",Domestic Corporation,Exists
117 - 820,"Thompson & Son Trucking, Inc.","TROY, AL",Domestic Corporation,Dissolved
730 - 126,"Thos. Cook & Son, Incorporated","NEW YORK, NY",Foreign Corporation,Withdrawn
194 - 942,"Tidwell & Son Body Shop, Inc.","RUSSELLVILLE, AL",Domestic Corporation,Previous Name
302 - 899,"T.J. Johnson & Son Welding, LLC","FAYETTE, AL",Domestic Limited Liability Company,Exists
774 - 499,"T. J. Moore & Son, Inc.","SULLIGENT, AL",Domestic Corporation,Exists
304 - 296,"T.K. Peavy and Son, L.L.C.","DAPHNE, AL",Domestic Limited Liability Company,Exists
737 - 827,"T. L. Dysard & Son, Incorporated","STATESVILLE, NC",Foreign Corporation,Withdrawn
453 - 871,"Tom Williams & Son Monument Company, L.L.C.","TUSCALOOSA, AL",Domestic Limited Liability Company,Dissolved
803 - 414,"Tomblin & Son Builder, Inc.","MONTGOMERY, AL",Domestic Corporation,Exists
179 - 682,"T.R. Darwin & Son, Inc.","SYLVANIA, AL",Domestic Corporation,Dissolved
020 - 118,"T. R. Williams and Son, Inc.","TUSCALOOSA, AL",Domestic Corporation,Dissolved
191 - 642,"Travis Black & Son Trucking, Inc.","BLOUNTSVILLE, AL",Domestic Corporation,Dissolved
206 - 757,"Tucker & Son, Inc.","LINDEN, AL",Domestic Corporation,Exists
144 - 319,"Turner and Son Office Products, Inc.","MONTGOMERY, AL",Domestic Corporation,Exists
511 - 104,Turner and Son Painting LLC,Not Provided,Domestic Limited Liability Company,Exists
409 - 651,Twilley and Son Wood Co. LLC,Not Provided,Domestic Series Limited Liability Company,Dissolved
262 - 109,"TWO Js & Son, Inc.","MOULTON, AL",Domestic Corporation,Dissolved
094 - 172,"Valerie & Son Trucking, Inc., a close corporation","BIRMINGHAM, AL",Domestic Corporation,Exists
114 - 740,"V. I. Prewett & Son, Inc.","FORT PAYNE, AL",Domestic Corporation,Dissolved
785 - 679,"V. I. Prewett & Son, Inc.","WILMINGTON, DE",Foreign Corporation,Withdrawn
166 - 443,"Vickers & Son Trucking, Inc., a close corporation","CLAYTON, AL",Domestic Corporation,Dissolved
723 - 495,W. A. Case & Son Manufacturing Co.,"BUFFALO 3, NY",Foreign Corporation,Withdrawn
344 - 545,Wade and Son Freight LLC,Not Provided,Domestic Series Limited Liability Company,Exists
356 - 088,"Walker & Son Weed Control, LLC",Not Provided,Domestic Limited Liability Company,Exists
814 - 285,Walking By Faith - Christ the Son of the Living God Ministry,"ANNISTON, AL",Domestic Non-Profit Corporation,Exists
104 - 019,"Wallace and Son Metal Company, Inc., a close corporation","GUNTERSVILLE, AL",Domestic Corporation,Dissolved
295 - 094,Walls And Son LLC,"PRATTVILLE, AL",Domestic Limited Liability Company,Exists
530 - 186,"Walter & Son, L.L.C",Not Provided,Domestic Limited Liability Company,Dissolved
495 - 615,"Walters and Son Trucking, LLC","DOTHAN, AL",Domestic Limited Liability Company,Dissolved
112 - 167,"Ward and Son Trucking Company, Inc.","GENEVA, AL",Domestic Corporation,Dissolved
036 - 081,"WATFORD AND SON, LLC","GORDON, AL",Domestic Limited Liability Company,Exists
354 - 065,"The Wayward Son, LLC",Not Provided,Domestic Limited Liability Company,Exists
058 - 351,"W. B. Burnett & Son, Inc.","SULLIGENT, AL",Domestic Corporation,Dissolved
733 - 730,"W. B. Davis & Son, Incorporated","FT PAYNE, AL",Domestic Corporation,Dissolved
012 - 793,"W. B. Mitchell & Son, Inc.","FORT PAYNE, AL",Domestic Corporation,Previous Name
727 - 238,"W. C. Clisby & Son, Inc.","BIRMINGHAM, AL",Domestic Corporation,Dissolved
020 - 351,"W. C. Wright & Son, Inc.","BIRMINGHAM, AL",Domestic Corporation,Exists
037 - 548,"W. E. Estes and Son, Inc.","ATHENS, AL",Domestic Corporation,Dissolved
575 - 667,WEAVER AND SON INVESTMENTS LLC,Not Provided,Domestic Limited Liability Company,Exists
508 - 715,Webb & Son Holdings Inc.,"SPRINGVILLE, AL",Domestic Corporation,Exists
094 - 641,"Webster & Son Construction, Inc., a close corporation","BESSEMER, AL",Domestic Corporation,Dissolved
757 - 114,"W. H. Hutchinson & Son, Inc.","DOVER, DE",Foreign Corporation,Withdrawn
758 - 020,"W. H. Hutchinson and Son, Inc.","CHICAGO, IL",Foreign Corporation,Previous Name
857 - 444,"W. H. Hutchinson & Son, Inc.","WILMINGTON, DE",Foreign Corporation,Withdrawn
123 - 880,"W. H. NeSmith & Son Construction, Inc.","PINSON, AL",Domestic Corporation,Exists
781 - 657,"W. H. Pattie & Son, Inc.","BIRMINGHAM, AL",Domestic Corporation,Exists
811 - 343,"Whitaker & Son Rebuilders, Inc.","PHENIX CITY, AL",Foreign Corporation,Exists
055 - 771,"White And Son Enterprises, Inc.","ADDISON, AL",Domestic Corporation,Dissolved
279 - 202,"Wilkes & Son Construction, Inc.",Not Provided,Domestic Corporation,Exists
444 - 286,"Will Yum Son, LLC","DAPHNE, AL",Domestic Limited Liability Company,Exists
411 - 138,Willard Franklin Davis & Son LLC,"ALABASTER, AL",Domestic Limited Liability Company,Dissolved
224 - 054,Williams & Son Co. Inc.,"BIRMINGHAM, AL",Domestic Corporation,Exists
124 - 578,"Williams and Son Construction Company, Inc.","ANNISTON, AL",Domestic Corporation,Exists
148 - 124,"Williams and Son Feed-Seed and Hardware, Inc.","GOODWATER, AL",Domestic Corporation,Dissolved
130 - 172,"Williams & Son Plumbing, Inc.","JASPER, AL",Domestic Corporation,Exists
305 - 468,"Williams & Son Properties, LLC","MONTEVALLO, AL",Domestic Limited Liability Company,Dissolved
340 - 746,"Williamson and Son, LLC",Not Provided,Domestic Limited Liability Company,Dissolved
336 - 074,WILLINGHAM & SON LLC,Not Provided,Domestic Limited Liability Company,Exists
654 - 412,"Willis & Son, L.L.C.","MUSCLE SHOALS, AL",Domestic Limited Liability Company,Exists
812 - 127,Wilson and Son Inc.,"SELMA, AL",Domestic Corporation,Dissolved
580 - 944,Wilson and Son Lawn Care LLC,Not Provided,Domestic Limited Liability Company,Exists
389 - 844,"WILSON & SON LEASING, LLC",Not Provided,Domestic Limited Liability Company,Exists
113 - 325,"Wisdom & Son Construction, Inc.","HANCEVILLE, AL",Domestic Corporation,Dissolved
388 - 386,"W.J. Sapp & Son, Inc.","WEST BALDWIN, FL",Foreign Corporation,Exists
020 - 181,"W. K. P. Wilson & Son, Inc.","MOBILE, AL",Domestic Corporation,Previous Name
527 - 340,Wood and Son Trucking LLC,Not Provided,Domestic Limited Liability Company,Exists
134 - 842,"Woodrow Reynolds and Son Logging Company, Inc.","CHATOM, AL",Domestic Corporation,Exists
058 - 317,Woodrow Reynolds and Son Timber Co. Inc.,"CHATOM, AL",Domestic Corporation,Exists
134 - 843,"Woodrow Reynolds and Son Trucking Company, Inc.","CHATOM, AL",Domestic Corporation,Dissolved
482 - 160,"W. R. & Son Construction, LLC","BIRMINGHAM, AL",Domestic Limited Liability Company,Exists
754 - 267,W. R. Hightower & Son,"ATHENS, AL",Domestic Corporation,Dissolved
019 - 587,"W. T. Walley and Son, Inc.","FAIRHOPE, AL",Domestic Corporation,Dissolved
747 - 014,"W. W. Garrett & Son, Inc.","BIRMINGHAM, AL",Domestic Corporation,Dissolved
747 - 016,"W. W. Garrett & Son, Inc.","BIRMINGHAM, AL",Domestic Corporation,Dissolved
779 - 163,"W. W. Odom & Son, Inc.","SEMMES, AL",Domestic Corporation,Dissolved
