"Entity#","Name","Type","Filing Date","Exp. Date","Status","Location","County","State","View Report"
"2105145","JACCI'S SON","REGISTERED TRADE NAME","05/03/2012","05/03/2017","Cancelled","--","-","-","SHOW DETAILS"
"561319","JACK FOX AND SON, INC.","CORPORATION FOR PROFIT","09/22/1980","-","Dead","VENEDOCIA","VAN WERT","OHIO","SHOW DETAILS"
"548763","JACK LILES & SON, INC.","CORPORATION FOR PROFIT","01/24/1980","-","Active","COLLINS","HURON","OHIO","SHOW DETAILS"
"242610","JACK M. LEVINE & SON, INC.","CORPORATION FOR PROFIT","10/13/1954","-","Dead","CLEVELAND","CUYAHOGA","OHIO","SHOW DETAILS"
"2249964","JACKSON & SON BUILDERS CONSTRUCTION","FICTITIOUS NAMES","12/02/2013","12/02/2018","Cancelled","--","-","-","SHOW DETAILS"
"937851","JACKSON & SON BUILDERS INC.","CORPORATION FOR PROFIT","03/25/1996","-","Cancelled","ORWELL","ASHTABULA","OHIO","SHOW DETAILS"
"2009499","JACKSON & SON LAWN CARE LLC","DOMESTIC LIMITED LIABILITY COMPANY","03/28/2011","-","Active","--","-","-","SHOW DETAILS"
"4018040","JACKSON AND SON CLEANING SERVICES LLC","DOMESTIC LIMITED LIABILITY COMPANY","04/14/2017","-","Active","--","-","-","SHOW DETAILS"
"921005","JACOB'S -SON- JOSEPH, CO.","CORPORATION FOR PROFIT","10/23/1995","-","Cancelled","CINCINNATI","HAMILTON","OHIO","SHOW DETAILS"
"2156361","JACOB'S SON INC","FOREIGN CORPORATION","12/06/2012","-","Active","-","-","NEVADA","SHOW DETAILS"
"989259","JACOBS & SON ELECTRIC, INC.","CORPORATION FOR PROFIT","08/19/1997","-","Cancelled","REYNOLDSBURG","FRANKLIN","OHIO","SHOW DETAILS"
"190624","JACOBS & SON, INC.","CORPORATION FOR PROFIT","09/07/1945","-","Cancelled","COLUMBUS","FRANKLIN","OHIO","SHOW DETAILS"
"1095681","JAMES A. SCOTT & SON, INC.","FOREIGN CORPORATION","05/17/1999","-","Active","-","-","VIRGINIA","SHOW DETAILS"
"165124","JAMES COYLE AND SON INC.","CORPORATION FOR PROFIT","12/30/1935","-","Active","TOLEDO","LUCAS","OHIO","SHOW DETAILS"
"454178","JAMES H. MCCUTCHEON & SON, INC.","CORPORATION FOR PROFIT","06/07/1974","-","Cancelled","MARIETTA","WASHINGTON","OHIO","SHOW DETAILS"
"651582","JAMES HOHLER & SON PLUMBING & HEATING, INC.","CORPORATION FOR PROFIT","03/19/1985","-","Active","NORWALK","HURON","OHIO","SHOW DETAILS"
"547274","JAMES I. BURNS AND SON, INC.","CORPORATION FOR PROFIT","12/28/1979","-","Dead","SENECAVILLE","GUERNSEY","OHIO","SHOW DETAILS"
"569329","JAMES LAING & SON, INC.","CORPORATION FOR PROFIT","02/17/1981","12/29/1997","Cancelled","PERRYSBURG","WOOD","OHIO","SHOW DETAILS"
"379093","JAMES MUPRHY & SON, INC.","CORPORATION FOR PROFIT","01/03/1969","-","Dead","CLEVELAND","CUYAHOGA","OHIO","SHOW DETAILS"
"1062913","JAMES PARRITT & SON, LTD.","DOMESTIC LIMITED LIABILITY COMPANY","10/26/1998","-","Active","--","-","-","SHOW DETAILS"
"676867","JAMES R. BROWN & SON, INC.","CORPORATION FOR PROFIT","05/02/1986","-","Dead","BERLIN CENTER","MAHONING","OHIO","SHOW DETAILS"
"708636","JAMES SMITH & SON ENTERPRISE, INC.","CORPORATION FOR PROFIT","09/09/1987","-","Dead","ROCKBRIDGE","HOCKING","OHIO","SHOW DETAILS"
"306208","JAMES W. TIGHE & SON AGENCY, INC.","CORPORATION FOR PROFIT","12/18/1961","-","Active","MOUNT VERNON","KNOX","OHIO","SHOW DETAILS"
"1016292","JAQUAY & SON CONSTRUCTION, INC.","CORPORATION FOR PROFIT","05/15/1998","-","Cancelled","TOLEDO-","LUCAS","-","SHOW DETAILS"
"570584","JASPER WYMAN & SON","FOREIGN CORPORATION","03/09/1981","-","Dead","-","-","MAINE","SHOW DETAILS"
"2375561","JC LAWNCARE & SON, LLC","DOMESTIC LIMITED LIABILITY COMPANY","03/12/2015","-","Active","--","-","-","SHOW DETAILS"
"1264150","JD & SON CONSTRUCTION, INC.","CORPORATION FOR PROFIT","10/04/2001","-","Active","HARRISVILLE TWP-","MEDINA","-","SHOW DETAILS"
"4160136","JD AND SON REMODELING","FICTITIOUS NAMES","03/29/2018","03/29/2023","Active","--","-","-","SHOW DETAILS"
"4311117","JD HOWELL & SON TRUCKING LLC","DOMESTIC LIMITED LIABILITY COMPANY","04/01/2019","-","Active","--","-","-","SHOW DETAILS"
"1081874","JDC & SON TRUCKING AND HAULLING","REGISTERED TRADE NAME","03/18/1999","03/18/2004","Cancelled","--","-","-","SHOW DETAILS"
"2065019","JELOVAC & SON","REGISTERED TRADE NAME","11/30/2011","11/30/2016","Cancelled","--","-","-","SHOW DETAILS"
"510759","JENKINS AND SON CONSTRUCTION COMPANY, INC.","CORPORATION FOR PROFIT","02/01/1978","-","Cancelled","MARIETTA","WASHINGTON","OHIO","SHOW DETAILS"
"308977","JERRY GORMAN AND SON UTILITY AND ESCAVATING CONTRACTORS, INC.","CORPORATION FOR PROFIT","03/17/1962","-","Cancelled","VAN-WERT","VAN WERT","OHIO","SHOW DETAILS"
"732386","JERRY L. ROBERTS & SON, INC.","CORPORATION FOR PROFIT","09/12/1988","-","Cancelled","CINCINNATI","HAMILTON","OHIO","SHOW DETAILS"
"4275121","JERRY SILMAN PLUMBING AND SON LLC","DOMESTIC LIMITED LIABILITY COMPANY","01/02/2019","-","Active","--","-","-","SHOW DETAILS"
"988850","JESSE REESE & SON CALVIN CONSTRUCTION, INC.","CORPORATION FOR PROFIT","08/21/1997","-","Dead","LIMA","ALLEN","OHIO","SHOW DETAILS"
"1063972","JIM DASO & SON TRUCKING INC.","CORPORATION FOR PROFIT","03/04/1999","-","Dead","MONTVILLE TWP-","MEDINA","-","SHOW DETAILS"
"414111","JIM FIEBIGER & SON, INC.","CORPORATION FOR PROFIT","08/10/1971","-","Active","CONOVER","SHELBY","OHIO","SHOW DETAILS"
"FN80127","JIM GRAY & SON","FICTITIOUS NAMES","01/30/1998","01/30/2003","Cancelled","--","-","-","SHOW DETAILS"
"785378","JIM HOWARD & SON, INC.","CORPORATION FOR PROFIT","11/29/1990","-","Active","IRONTON","LAWRENCE","OHIO","SHOW DETAILS"
"1143457","JIM JONES & SON EXCAVATING, LLC","DOMESTIC LIMITED LIABILITY COMPANY","03/28/2000","-","Active","--","-","-","SHOW DETAILS"
"1510886","JIM NICKELL & SON BLACKTOPPING LLC","DOMESTIC LIMITED LIABILITY COMPANY","12/29/2004","-","Active","--","-","-","SHOW DETAILS"
"4329719","JIM OSBORNE AND SON TRUCKING LLC","DOMESTIC LIMITED LIABILITY COMPANY","04/30/2019","-","Active","--","-","-","SHOW DETAILS"
"1134549","JIM PANTALONE AND SON TOWING","FICTITIOUS NAMES","12/15/1999","12/15/2004","Cancelled","--","-","-","SHOW DETAILS"
"1154852","JIM PANTALONE AND SON TOWING LLC","DOMESTIC LIMITED LIABILITY COMPANY","03/06/2000","-","Active","--","-","-","SHOW DETAILS"
"514107","JIM RILEY & SON, INC.","CORPORATION FOR PROFIT","04/06/1978","-","Cancelled","BETHEL","CLERMONT","OHIO","SHOW DETAILS"
"4349853","JIM SPYCHALA & SON","REGISTERED TRADE NAME","06/20/2019","06/20/2024","Active","--","-","-","SHOW DETAILS"
"1446249","JIMMY & SON I, INC.","CORPORATION FOR PROFIT","03/03/2004","-","Active","DEFIANCE-","DEFIANCE","-","SHOW DETAILS"
"973471","JIMMY & SON, INC.","CORPORATION FOR PROFIT","04/03/1997","-","Cancelled","DEFIANCE","DEFIANCE","OHIO","SHOW DETAILS"
"797713","JL & SON EXCAVATING INC.","CORPORATION FOR PROFIT","06/10/1991","-","Active","LAWRENCE TWP.","TUSCARAWAS","OHIO","SHOW DETAILS"
"4283595","JMA AND SON INVESTMENT PROPERTIES LLC","DOMESTIC LIMITED LIABILITY COMPANY","01/23/2019","-","Active","--","-","-","SHOW DETAILS"
"354097","JNO. H. SWISHER & SON, INC.","FOREIGN CORPORATION","09/06/1966","-","Cancelled","null","Conversion","DELAWARE","SHOW DETAILS"
"1513418","JOE & SON II INC","CORPORATION FOR PROFIT","01/10/2005","-","Active","CLEVELAND-","CUYAHOGA","-","SHOW DETAILS"
"1931912","JOE COLEMAN & SON ENVIRONMENTAL SERVICES","REGISTERED TRADE NAME","04/22/2010","04/22/2015","Cancelled","--","-","-","SHOW DETAILS"
"456165","JOE DRAGO & SON HOME IMPROVEMENT CO.","CORPORATION FOR PROFIT","07/26/1974","-","Active","STEUBENVILLE","JEFFERSON","OHIO","SHOW DETAILS"
"1710369","JOE DVORAK AND SON HEATING & COOLING LLC","DOMESTIC LIMITED LIABILITY COMPANY","06/28/2007","-","Active","--","-","-","SHOW DETAILS"
"543617","JOE HOSLER & SON, INC.","CORPORATION FOR PROFIT","10/17/1979","-","Cancelled","WILMINGTON","CLINTON","OHIO","SHOW DETAILS"
"1534283","JOE JEFFERYS & SON TRUCKING CO.","CORPORATION FOR PROFIT","04/18/2005","-","Dead","DOYLESTOWN-","WAYNE","-","SHOW DETAILS"
"1387295","JOE MORTEN & SON, INC.","FOREIGN CORPORATION","05/09/2003","-","Active","-","-","NEBRASKA","SHOW DETAILS"
"1686437","JOE SHIPLEY & SON FARM L.L.C.","DOMESTIC LIMITED LIABILITY COMPANY","03/15/2007","-","Active","--","-","-","SHOW DETAILS"
"1803114","JOE'S GARAGE & SON, INC.","CORPORATION FOR PROFIT","08/28/2008","-","Active","ORRVILLE-","WAYNE","-","SHOW DETAILS"
"845462","JOHN B. SANFILIPPO & SON, INC.","FOREIGN CORPORATION","05/18/1993","-","Dead","-","-","DELAWARE","SHOW DETAILS"
"1209546","JOHN BOECKMAN AND SON, INC.","CORPORATION FOR PROFIT","02/12/2001","-","Dead","COLDWATER-","MERCER","-","SHOW DETAILS"
"564568","JOHN BUCHHOLZ & SON, INC.","CORPORATION FOR PROFIT","11/10/1980","-","Dead","WOOSTER","WAYNE","OHIO","SHOW DETAILS"
"4006981","JOHN C CROFT & SON EXCAVATING LLC","DOMESTIC LIMITED LIABILITY COMPANY","03/20/2017","-","Active","--","-","-","SHOW DETAILS"
"444732","JOHN D. TONKOVICH & SON, INC.","CORPORATION FOR PROFIT","09/28/1973","-","Cancelled","SHADYSIDE","BELMONT","OHIO","SHOW DETAILS"
"RN16822","JOHN DE KUYPER & SON","REGISTERED TRADE NAME","05/20/1976","-","Cancelled","-","Conversion","-","SHOW DETAILS"
"204372","JOHN DE KUYPER & SON, INCORPORATED","FOREIGN CORPORATION","10/06/1947","-","Dead","null","Conversion","NEW YORK","SHOW DETAILS"
"RN149003","JOHN DEKUYPER & SON","REGISTERED TRADE NAME","09/03/1991","09/03/2016","Cancelled","--","-","-","SHOW DETAILS"
"316170","JOHN DUCRO & SON, INC.","CORPORATION FOR PROFIT","12/26/1962","-","Cancelled","ASHTABULA","ASHTABULA","OHIO","SHOW DETAILS"
"1309810","JOHN EGER & SON EXCAVATING INC","CORPORATION FOR PROFIT","04/01/2002","-","Active","PLAIN CITY-","UNION","-","SHOW DETAILS"
"1779040","JOHN F. AUNGST & SON PLASTERING, LLC","DOMESTIC LIMITED LIABILITY COMPANY","05/06/2008","-","Active","--","-","-","SHOW DETAILS"
"RN53094","JOHN GASSER & SON JEWELERS","REGISTERED TRADE NAME","05/31/1979","07/12/2014","Cancelled","--","-","-","SHOW DETAILS"
"332478","JOHN GASSER AND SON CO.","CORPORATION FOR PROFIT","07/31/1964","-","Active","CANTON","STARK","OHIO","SHOW DETAILS"
"281256","JOHN H. VOCKE & SON, INC.","CORPORATION FOR PROFIT","05/29/1959","-","Cancelled","NAPOLEON","HENRY","OHIO","SHOW DETAILS"
"807018","JOHN HALL & SON CUSTOM HOMES, INC.","CORPORATION FOR PROFIT","11/14/1991","-","Dead","FAIRFIELD","BUTLER","OHIO","SHOW DETAILS"
"1914366","JOHN HARROD & SON, LLC","DOMESTIC LIMITED LIABILITY COMPANY","02/09/2010","-","Active","--","-","-","SHOW DETAILS"
"475301","JOHN HEGEL & SON, INCORPORATED","CORPORATION FOR PROFIT","12/29/1975","-","Cancelled","MINERAL RIDGE","TRUMBULL","OHIO","SHOW DETAILS"
"2376462","JOHN JACOBS & SON LLC","DOMESTIC LIMITED LIABILITY COMPANY","03/16/2015","-","Active","--","-","-","SHOW DETAILS"
"2418609","JOHN JACOBS & SON TRUCKING LLC","DOMESTIC LIMITED LIABILITY COMPANY","08/10/2015","-","Active","--","-","-","SHOW DETAILS"
"606712","JOHN L. PERRY AND SON INC.","CORPORATION FOR PROFIT","01/07/1983","-","Cancelled","DAYTON","MONTGOMERY","OHIO","SHOW DETAILS"
"1159674","JOHN L. WORTHAM & SON, LLP","FOREIGN LIMITED PARTNERSHIP","06/01/2000","-","Dead","-","-","TEXAS","SHOW DETAILS"
"1489742","JOHN L. WORTHAM & SON. L.P.","FOREIGN LIMITED PARTNERSHIP","09/16/2004","-","Dead","-","-","TEXAS","SHOW DETAILS"
"508967","JOHN LEON JOHNSON AND SON, INC.","CORPORATION FOR PROFIT","12/23/1977","-","Dead","LANCASTER","FAIRFIELD","OHIO","SHOW DETAILS"
"2243860","JOHN P. MILLER & SON FARM DRAINAGE, LLC","DOMESTIC LIMITED LIABILITY COMPANY","11/06/2013","-","Active","--","-","-","SHOW DETAILS"
"FN23813","JOHN RAMSEY & SON CLEANING","FICTITIOUS NAMES","09/16/1983","-","Cancelled","-","Conversion","-","SHOW DETAILS"
"775116","JOHN SAVOY & SON, INC.","FOREIGN CORPORATION","06/13/1990","-","Active","-","-","PENNSYLVANIA","SHOW DETAILS"
"357192","JOHN SCHOECK AND SON, INC.","CORPORATION FOR PROFIT","01/07/1967","-","Cancelled","NORTH ROYALTON","CUYAHOGA","OHIO","SHOW DETAILS"
"709051","JOHN V. CARR & SON, INC.","FOREIGN CORPORATION","09/16/1987","-","Dead","null","Conversion","MICHIGAN","SHOW DETAILS"
"722663","JOHN V. CARR & SON, LTD.","FOREIGN CORPORATION","04/11/1988","-","Dead","null","Conversion","VIRGINIA","SHOW DETAILS"
"781484","JOHN'S SON, INC.","CORPORATION FOR PROFIT","09/25/1990","-","Dead","COLUMBUS","FRANKLIN","OHIO","SHOW DETAILS"
"771172","JOHNIE L. REED & SON, INC.","CORPORATION FOR PROFIT","04/12/1990","-","Cancelled","CLEVELAND","CUYAHOGA","OHIO","SHOW DETAILS"
"1385670","JOHNNY & SON LANDSCAPING, INC.","CORPORATION FOR PROFIT","05/02/2003","-","Active","CLEVELAND-","CUYAHOGA","-","SHOW DETAILS"
"809569","JOHNSON & SON BUILDERS, INC.","CORPORATION FOR PROFIT","12/23/1991","-","Dead","PAINESVILLE","LAKE","OHIO","SHOW DETAILS"
"3872427","JOHNSON & SON CONSTRUCTION & REMODELING","REGISTERED TRADE NAME","02/29/2016","02/28/2021","Active","--","-","-","SHOW DETAILS"
"2337175","JOHNSON & SON CONSTRUCTION LLC","DOMESTIC LIMITED LIABILITY COMPANY","10/22/2014","-","Active","--","-","-","SHOW DETAILS"
"396324","JOHNSON & SON SECURITY CO., INC.","CORPORATION FOR PROFIT","04/10/1970","-","Cancelled","CLEVELAND","CUYAHOGA","OHIO","SHOW DETAILS"
"4164276","JOHNSON & SON TRUCKING INC","FOREIGN CORPORATION","04/06/2018","-","Dead","-","-","ILLINOIS","SHOW DETAILS"
"2208142","JOHNSON AND SON PAINTING","REGISTERED TRADE NAME","06/17/2013","06/17/2018","Cancelled","--","-","-","SHOW DETAILS"
"2420061","JOHNSON AND SON PAINTING LLC","DOMESTIC LIMITED LIABILITY COMPANY","08/14/2015","-","Active","--","-","-","SHOW DETAILS"
"779195","JON R. ANDERSON AND SON, INC.","CORPORATION FOR PROFIT","08/10/1990","-","Cancelled","HAMILTON","BUTLER","OHIO","SHOW DETAILS"
"1477573","JONES & SON TRUCKING, INC.","CORPORATION FOR PROFIT","07/19/2004","-","Dead","CLEVELAND-","CUYAHOGA","-","SHOW DETAILS"
"1618873","JOS. J. SAYRE & SON CO. LLC","FOREIGN LIMITED LIABILITY COMPANY","04/25/2006","-","Active","-","-","MICHIGAN","SHOW DETAILS"
"616181","JOSEPH H. GILLOGLY & SON, INC.","CORPORATION FOR PROFIT","06/28/1983","-","Active","ZANESVILLE","MUSKINGUM","OHIO","SHOW DETAILS"
"787709","JOSEPH JICHA & SON, INC.","CORPORATION FOR PROFIT","01/14/1991","-","Active","INDEPENDENCE","CUYAHOGA","OHIO","SHOW DETAILS"
"496160","JOSEPH MILLER & SON, INC.","CORPORATION FOR PROFIT","04/07/1977","-","Cancelled","CINCINNATI","HAMILTON","OHIO","SHOW DETAILS"
"163976","JOSEPH T. RYERSON & SON, INC.","FOREIGN CORPORATION","08/29/1935","-","Active","-","-","DELAWARE","SHOW DETAILS"
"322873","JOSEPPH L. MENCSIK & SON, INC.","CORPORATION FOR PROFIT","08/22/1963","-","Dead","TROY","MIAMI","OHIO","SHOW DETAILS"
"637152","JOZEF MILLER & SON, PLUMBING, INC.","CORPORATION FOR PROFIT","07/02/1984","-","Active","GAHANNA","FRANKLIN","OHIO","SHOW DETAILS"
"2349044","JP PAINTING & SON LLC","DOMESTIC LIMITED LIABILITY COMPANY","12/08/2014","-","Active","--","-","-","SHOW DETAILS"
"1523945","JS & SON GROUP LLC.","DOMESTIC LIMITED LIABILITY COMPANY","02/23/2005","-","Active","--","-","-","SHOW DETAILS"
"2117041","JS AND SON SEATING COMPANY LTD","DOMESTIC LIMITED LIABILITY COMPANY","07/01/2012","-","Active","--","-","-","SHOW DETAILS"
"4184226","JULIUS L. BAKER & SON","PARTNERSHIP","05/21/2018","-","Active","--","-","-","SHOW DETAILS"
"1421370","JUNOD & SON HOUSING, LLC","DOMESTIC LIMITED LIABILITY COMPANY","11/04/2003","-","Active","--","-","-","SHOW DETAILS"
"1818533","JUSTICE & SON CONCRETE POURING","FICTITIOUS NAMES","11/14/2008","11/14/2013","Cancelled","--","-","-","SHOW DETAILS"
"4106014","JV & SON FARM, LLC","DOMESTIC LIMITED LIABILITY COMPANY","12/05/2017","-","Active","--","-","-","SHOW DETAILS"
"1679948","K & K & SON AUTO REPAIR","FICTITIOUS NAMES","02/14/2007","02/14/2012","Cancelled","--","-","-","SHOW DETAILS"
"2064841","K & K & SON AUTO REPAIR AND SALES, LLC","DOMESTIC LIMITED LIABILITY COMPANY","11/29/2011","-","Active","--","-","-","SHOW DETAILS"
"1795299","K & K & SON AUTO REPAIR LIMITED LIABILITY COMPANY","DOMESTIC LIMITED LIABILITY COMPANY","07/22/2008","-","Active","--","-","-","SHOW DETAILS"
"529128","K. M. INGERSOLL AND SON, INC.","CORPORATION FOR PROFIT","01/18/1979","-","Active","NEW LEBANON","MONTGOMERY","OHIO","SHOW DETAILS"
"791955","K. W. BURGESS & SON, INC.","CORPORATION FOR PROFIT","03/07/1991","-","Cancelled","GRAFTON","LORAIN","OHIO","SHOW DETAILS"
"327169","K. W. ZELLERS & SON, INC.","CORPORATION FOR PROFIT","02/03/1964","-","Active","MARLBORO TWP","STARK","OHIO","SHOW DETAILS"
"855120","KACHERSKI & SON, INC.","CORPORATION FOR PROFIT","10/05/1993","-","Cancelled","COLUMBUS","FRANKLIN","OHIO","SHOW DETAILS"
"689482","KAMINISKY & SON JEWELERS, INC.","CORPORATION FOR PROFIT","11/18/1986","-","Dead","FOSTORIA","SENECA","OHIO","SHOW DETAILS"
"794610","KARAS & SON, INC.","CORPORATION FOR PROFIT","04/17/1991","-","Cancelled","MINGO JUNCTION","JEFFERSON","OHIO","SHOW DETAILS"
"4212907","KASER AND SON TRANSPORTATION LLC","DOMESTIC LIMITED LIABILITY COMPANY","07/25/2018","-","Active","--","-","-","SHOW DETAILS"
"750085","KEATON & SON REMODELING, INC.","CORPORATION FOR PROFIT","05/22/1989","-","Cancelled","OAKWOOD VLG.","CUYAHOGA","OHIO","SHOW DETAILS"
"2359559","KEENE & SON HOME REMODELING, LLC","DOMESTIC LIMITED LIABILITY COMPANY","01/20/2015","-","Dead","--","-","-","SHOW DETAILS"
"1155704","KEITH INGRAM AND SON ELECTRIC, INC.","CORPORATION FOR PROFIT","03/20/2000","-","Active","CARLISLE-","CLARK","-","SHOW DETAILS"
"1813794","KELLER AND SON PROPERTY PRESERVATION, LLC","DOMESTIC LIMITED LIABILITY COMPANY","10/22/2008","-","Active","--","-","-","SHOW DETAILS"
"2319571","KELLEY & SON R/R, LLC","DOMESTIC LIMITED LIABILITY COMPANY","08/16/2014","-","Active","--","-","-","SHOW DETAILS"
"838217","KEN & SON TOWING, INC.","CORPORATION FOR PROFIT","02/08/1993","-","Cancelled","ASHLAND","ASHLAND","OHIO","SHOW DETAILS"
"936741","KEN HURST & SON TRUCKING, LTD.","DOMESTIC LIMITED LIABILITY COMPANY","04/02/1996","-","Active","-","-","OHIO","SHOW DETAILS"
"544229","KEN RAKES & SON, T.B.A., INC.","CORPORATION FOR PROFIT","10/29/1979","-","Cancelled","EASTLAKE","LAKE","OHIO","SHOW DETAILS"
"767974","KEN ROSE & SON, INC.","CORPORATION FOR PROFIT","02/27/1990","-","Dead","TOLEDO","LUCAS","OHIO","SHOW DETAILS"
"967677","KENDALL AND SON LTD.","FOREIGN LIMITED PARTNERSHIP","02/05/1997","-","Active","-","-","TEXAS","SHOW DETAILS"
"1748175","KENNETH ADKINS & SON INSURANCE AGENCY, INC.","FOREIGN CORPORATION","12/31/2007","-","Cancelled","-","-","WEST VIRGINIA","SHOW DETAILS"
"1701900","KERR & SON REMODILING LLC","DOMESTIC LIMITED LIABILITY COMPANY","05/21/2007","-","Active","--","-","-","SHOW DETAILS"
"2255009","KEVIN BARRETT & SON EXCAVATING LLC","DOMESTIC LIMITED LIABILITY COMPANY","12/19/2013","-","Active","--","-","-","SHOW DETAILS"
"1973837","KHIN & SON LLC","DOMESTIC LIMITED LIABILITY COMPANY","11/01/2010","-","Active","--","-","-","SHOW DETAILS"
"501592","KI SON YI, INC.","CORPORATION FOR PROFIT","07/21/1977","-","Cancelled","CLEVELAND","CUYAHOGA","OHIO","SHOW DETAILS"
"173070","KIBBLE AND SON INSURANCE AGENCY INC.","CORPORATION FOR PROFIT","02/21/1938","-","Cancelled","AKRON","SUMMIT","OHIO","SHOW DETAILS"
"898820","KIES AND SON, INCORPORATED","CORPORATION FOR PROFIT","03/14/1995","-","Active","CINCINNATI","HAMILTON","OHIO","SHOW DETAILS"
"640824","KINCAID AND SON CULTURED MARBLE INTERNATIONAL, INC.","FOREIGN CORPORATION","09/07/1984","-","Cancelled","null","Conversion","NEVADA","SHOW DETAILS"
"1387830","KINGDOM SON, LLC","DOMESTIC LIMITED LIABILITY COMPANY","05/13/2003","-","Active","--","-","-","SHOW DETAILS"
"611676","KITCHEN & SON CONSTRUCTION, INC.","CORPORATION FOR PROFIT","04/11/1983","-","Dead","MIDDLEPORT","MEIGS","OHIO","SHOW DETAILS"
"1959282","KJ FARLEY & SON, LLC","DOMESTIC LIMITED LIABILITY COMPANY","08/26/2010","-","Active","--","-","-","SHOW DETAILS"
"3886224","KLEIN AND SON FLOWERS COMPANY","CORPORATION FOR PROFIT","04/01/2016","-","Active","LOUISVILLE-","STARK","-","SHOW DETAILS"
"687909","KLEINHENZ & SON LIVESTOCK, INC.","CORPORATION FOR PROFIT","10/23/1986","-","Dead","ST. HENRY","MERCER","OHIO","SHOW DETAILS"
"2451619","KLEINLINE & SON LLC","DOMESTIC LIMITED LIABILITY COMPANY","12/04/2015","-","Active","--","-","-","SHOW DETAILS"
"1535127","KLINGLER & SON ROOFING, INC.","CORPORATION FOR PROFIT","04/11/2005","-","Cancelled","ADA-","HARDIN","-","SHOW DETAILS"
"1067972","KNECHT & SON PRESSURE WASHING","REGISTERED TRADE NAME","02/22/1999","02/22/2004","Cancelled","--","-","-","SHOW DETAILS"
"1653298","KNETCHEL & SON SECURITIES, LLC","DOMESTIC LIMITED LIABILITY COMPANY","10/10/2006","01/01/2070","Active","--","-","-","SHOW DETAILS"
"2159630","KNOX & SON ENTERPRISES LLC","DOMESTIC LIMITED LIABILITY COMPANY","12/17/2012","-","Active","--","-","-","SHOW DETAILS"
"1450892","KOFMAN & SON CONSTRUCTION, LLC","DOMESTIC LIMITED LIABILITY COMPANY","03/24/2004","-","Active","--","-","-","SHOW DETAILS"
"1832028","KOHLI & SON MASONRY, LLC","DOMESTIC LIMITED LIABILITY COMPANY","02/01/2009","-","Active","--","-","-","SHOW DETAILS"
"4277450","KOHUT AND SON LLC","DOMESTIC LIMITED LIABILITY COMPANY","01/09/2019","-","Active","--","-","-","SHOW DETAILS"
"1497245","KOLB & SON EXCAVATING","REGISTERED TRADE NAME","10/25/2004","10/25/2014","Cancelled","--","-","-","SHOW DETAILS"
"1697774","KORMOS AND SON, LLC","DOMESTIC LIMITED LIABILITY COMPANY","05/02/2007","-","Active","--","-","-","SHOW DETAILS"
"3945029","KOTSON & SON CONCRETE CONSTRUCTION, LLC","DOMESTIC LIMITED LIABILITY COMPANY","09/27/2016","-","Active","--","-","-","SHOW DETAILS"
"4124853","KRAEMER & SON HOME & BUSINESS REMODELING MOVING & LABOR SERVICES LLC","DOMESTIC LIMITED LIABILITY COMPANY","01/16/2018","-","Active","--","-","-","SHOW DETAILS"
"3950713","KRAMAR & SON INC","CORPORATION FOR PROFIT","10/14/2016","-","Dead","PARMA-","CUYAHOGA","-","SHOW DETAILS"
"723946","KRAVITZ & SON AUTO WRECKING, INC.","CORPORATION FOR PROFIT","05/05/1988","-","Cancelled","CLEVELAND","CUYAHOGA","OHIO","SHOW DETAILS"
"294997","KRESSE & SON, INC.","CORPORATION FOR PROFIT","10/25/1960","-","Cancelled","CLEVELAND","CUYAHOGA","OHIO","SHOW DETAILS"
"532812","KUENZLI & SON PAVING, INC.","CORPORATION FOR PROFIT","03/28/1979","-","Active","MT. BLANCHARD","HANCOCK","OHIO","SHOW DETAILS"
"447789","KURI & SON, INC.","FOREIGN CORPORATION","12/28/1973","-","Cancelled","null","Conversion","WEST VIRGINIA","SHOW DETAILS"
"914553","KURT & SON SKI HAUS, INC.","CORPORATION FOR PROFIT","08/09/1995","-","Cancelled","WESTERVILLE","FRANKLIN","OHIO","SHOW DETAILS"
"2446452","KURT HILL & SON TRUCKING, LLC","DOMESTIC LIMITED LIABILITY COMPANY","11/16/2015","-","Active","--","-","-","SHOW DETAILS"
"653232","KYNE & SON ELECTRIC COMPANY","CORPORATION FOR PROFIT","04/16/1985","-","Active","DAYTON","MONTGOMERY","OHIO","SHOW DETAILS"
"172628","L. A. EATON & SON, INC.","CORPORATION FOR PROFIT","01/03/1938","-","Active","CONNEAUT","ASHTABULA","OHIO","SHOW DETAILS"
"338568","L. A. MOORE & SON, INC.","CORPORATION FOR PROFIT","03/18/1965","-","Cancelled","ZANESVILLE","MUSKINGUM","OHIO","SHOW DETAILS"
"260265","L. C. DARKOW & SON, INC.","CORPORATION FOR PROFIT","01/02/1957","-","Cancelled","AKRON","SUMMIT","OHIO","SHOW DETAILS"
"754565","L. C. DEFRANCO & SON INC.","CORPORATION FOR PROFIT","08/08/1989","-","Active","SHAKER HTS.","CUYAHOGA","OHIO","SHOW DETAILS"
"437056","L. CATICCHIO & SON, INC.","CORPORATION FOR PROFIT","03/20/1973","-","Active","MAYFIELD HEIGHTS","CUYAHOGA","OHIO","SHOW DETAILS"
"1461942","L. COX AND SON CONSTRUCTION, LLC.","DOMESTIC LIMITED LIABILITY COMPANY","06/01/2004","-","Active","--","-","-","SHOW DETAILS"
