Business Name,Business ID,Status
"R. M.HOUSTON & SON,INCORPORATED",38307,Forfeited
R. P. MORRISON COMPANY,38347,Dissolved
"R. T. ERICKSON COMPANY, INCORPORATED",38423,Forfeited
"R. W. THOMPSON CO., INC.",38454,Dissolved
"ELSA BENSON, INC.",38544,Withdrawn
"RAGNAR BENSON, INC.",38544,
"RALPH P. WARNER & SON, INC.",38602,Active
"RALPH W. NOEL, INCORPORATED",38606,Forfeited
"NOEL-HODSON, INCORPORATED",38606,
"RAY A. JOHNSON, INC.",38728,Dissolved
"RAY GOOLEY AND SON, INC.",38739,Active
"RAYMOND TROSAN & SON, INC.",38790,Forfeited
"MARDANT ASSOCIATES, INC.",38875,Forfeited
"REARDON & SON, INC.",38875,
"RICHARD J. WILSON CO., INC.",39439,Dissolved
"RICHARDSON COMPANY, THE",39501,Withdrawn
"MARY ANN RICHES, INC.",39508,Withdrawn
"RICHES-NELSON, INC.",39508,
"ROBERT S. PARSONS & SON, INC.",39918,Dissolved
"PAUL L. ROBINSON, INC.",39992,Forfeited
"ROBISON, INCORPORATED",39999,Active
"ROLAND C. MORGAN & SON, INC.",40140,Dissolved
R.H.P. LIQUIDATING CORP.,40155,Forfeited
"ROLLIN H. POWELL & SON, INC.",40155,
"ROLLSON, INCORPORATED",40167,Forfeited
RONSON CORP.,40242,Forfeited
ROWLAND TOMPKINS CORPORATION,40393,Withdrawn
"ROWLAND TOMPKINS & SON, INC.",40393,
RUSSELL J. RICHARDSON INC.,40557,Active
"S. A. ISAACSON, INCORPORATED",40632,Dissolved
"S. HECK & SON, INC.",40746,Active
"S. J. MATARAZZO & SON, INC.",40763,Dissolved
"S. P. PALMER & SON, INC.",40834,Dissolved
"S. ROSENFELDER & SON, INC.",40847,Dissolved
"SAL J. MARINO & SON, INC.",41009,Forfeited
SAMSON CORPORATION THE,41111,Forfeited
"SAMUEL BERSON, INC.",41119,Dissolved
"SCIRE & SON, INC.",41541,Forfeited
STARSON CORPORATION,41950,Dissolved
J. & R. LIQUIDATING CO.,42017,Dissolved
"SEYMOUR SMITH AND SON, INCORPORATED",42017,
"SHEEHY & SON, INCORPORATED",42134,Forfeited
"POULTRY WING & MEAT CO. OF DANIELSON, INC.",42309,Merged
"SIOUX TOOLS, INC.",42610,Withdrawn
"ALBERTSON & COMPANY, INCORPORATED",42610,
"SNOW AND SON, INCORPORATED",42844,Forfeited
"SON, INC.",42958,Active
"S & H GROUP, INC.",43329,Withdrawn
SPERRY AND HUTCHINSON COMPANY THE,43329,
STANDISH-JOHNSON CO.,43695,Withdrawn
"SULLIVAN & SON CARPET, INC.",44445,Active
"SULLIVAN & SON, INC.",44445,
"SUPERIOR MASON, INC.",44626,Dissolved
"TOUR & ANDERSSON, INC.",44877,Forfeited
"T. J. SMITH AND SON, INC.",44969,Forfeited
"T. M. BARNES & SON, INCORPORATED",44978,Dissolved
"T. N. DICKINSON COMPANY, THE",44999,Active
"TAYLOR & SON, INC.",45239,Forfeited
K & J MAGNUSSON COMPANY,45605,Active
THOMAS PHILIPS & SON COMPANY THE,45727,Forfeited
"THOMAS SERRICCHIO & SON, CO.",45736,Forfeited
"THOMPSON CORPORATION, THE",45761,Dissolved
"TOMLINSON-HAWLEY-PATTERSON, INC.",46062,Dissolved
"TORTORA & SON, INC.",46216,Forfeited
"TRACEY & SON, LTD.",46407,Dissolved
TREMSON CORPORATION THE,46605,Active
"TRISON, INCORPORATED",46746,Dissolved
"TURNER AND HARRISON, INC.",46921,Revoked
"TURRI-MASTERSON, INC.",46944,Active
"TURRI ELECTRIC AND SON, INC.",46944,
TUXIS LUMBER COMPANY THE,46952,Active
"CLARK CONSTRUCTION COMPANY OF MADISON, INCORPORATED",46952,
"RIVERMEAD, INC.",47607,Dissolved
V. C. BREWER & SON INCORPORATED,47607,
"V. DELLA ROCCA & SON, INC.",47610,Dissolved
"VAL DARIN & SON, INC.",47687,Active
"VOHLSSON, INCORPORATED",48324,Dissolved
"W. C. MASON & COMPANY, INCORPORATED",48377,Merged
"W. C. RUBY & SON, INC.",48379,Dissolved
"W. D. CROSBY & SON, INC.",48382,Forfeited
"MOLSICK SAND & GRAVEL, INC.",48402,Dissolved
"W. F. MOLSICK & SON, INC.",48402,
"W.F. TOMLINSON COMPANY THE,",48406,Forfeited
"WINDMILL ASSOCIATES, INC.",48425,Dissolved
W. H. MORRISON CO. INC.,48425,
"W. J. OPUSZYNSKI & SON, INC.",48446,Forfeited
"W. R. JOHNSON CO., INCORPORATED",48482,Dissolved
"W. R. ROBINSON CO.,INC.",48488,Revoked
"W.W.THOMSON COMPANY,THE",48513,Dissolved
"SULLIVAN AGENCY, NORTHEAST, INC.",48686,Dissolved
"WALTER J. SULLIVAN & SON, INC.",48686,
"LEMCO PATRICK YANKEE, INC.",48884,Active
"D & J HARLEY-DAVIDSON, INC.",48884,
"WATSON AND SON, INC.",48972,Forfeited
WESSON INCORPORATED,49191,Merged
WEST HAVEN AUTOMATIC TRANSMISSON CO INCORPORATED,49230,Forfeited
WHITSON CORPORATION THE,49675,Forfeited
WILHELM BERG & SON INC.,49757,Active
"WILKINSON & SON, INC.",49765,Revoked
"WILLIAM BLYTHE & SON, INC.",49800,Dissolved
"WILLIAM D. FRAME & SON, LLC",49812,Active
"WILLIAM D. FRAME & SON, INC.",49812,
"WILLIAM E. HALPIN & SON, INC.",49818,Dissolved
"WESSON, INC.",49822,Merged
"WILLIAM E. WESSON, INCORPORATED",49822,
"WILLIAM GINNETTI AND SON, INC.",49843,Dissolved
"WILLIAM J. SWEENEY & SON, INCORPORATED THE",49874,Forfeited
"WILLIAM R. GLEASON, INC.",49912,Dissolved
"WILLOUGHBY & SON, INC.",50001,Dissolved
"WILSON & CO., INC.",50032,Revoked
"YANKUS & SON, INCORPORATED",50664,Forfeited
"YOUNG FOLKS SHOP OF MADISON, INC.",50747,Forfeited
"ZANTOW-FERGUSON,INCORPORATED",50806,Forfeited
"ZEPH GAGNE & SON, INC.",50838,Forfeited
"VILLAGE IMPROVEMENT SOCIETY OF THOMPSON, INCORPORATED",51353,Forfeited
"FRIENDS OF PIERSON, INC.",54642,Forfeited
"KIWANIS CLUB OF GUILFORD-MADISON, INC.",56471,Dissolved
"VNA SERVICES, INC.",56975,Dissolved
"VISITING NURSE ASSOCIATION OF MADISON, INC.",56975,
"MUTUAL GERMAN DEATH BENEFIT SOCIETY OF MADISON, INCORPORATED, THE",57547,Forfeited
"P. R. I. S. O. N., LIMITED",58498,Forfeited
"POLISH AMERICAN DEMOCRATIC CLUB OF WILSON, INCORPORATED THE",58785,Forfeited
"ST. JAMES COUNCIL,KNIGHTS OF COLUMBUS OF DANIELSON,INCORPORATED THE",59444,Forfeited
"UNISON, INC.",60806,Forfeited
"WOMEN'S CLUB OF MADISON, INC. THE",61626,Forfeited
CONGREGATIONAL CHURCH OF NORTH MADISON,63135,Active
"CONGREGATIONAL CHURCH OF THOMPSON, INCORPORATED THE",63146,Active
GERMAN EVANGELIST LUTHERAN IMMANUEL CHURCH OF MADISON,63582,Active
THE LUTHERAN CHURCH OF MADISON,63868,Active
METHODIST CHURCH OF DANIELSON THE,63895,Active
"ROGER J. AU AND SON, INC.",67735,Revoked
K-P FINANCIAL CORPORATION,67833,Dissolved
"CHURCH-KENNEDY-PETERSON,INCORPORATED",67833,
"E. A. MARSH & SON, INC.",68538,Forfeited
"SOUP'S ON, INC.",68755,Dissolved
THE L. SPELKE & SON COMPANY,68942,Dissolved
"HAVENS AND EMERSON, INCORPORATED",69108,Withdrawn
ADAMSSON CORPORATION THE,69388,Dissolved
"SCRANTON AND JOHNSON, INC.",69775,Dissolved
G. E. WILSON COMPANY,69788,Revoked
ARMSTEAD AUTOMOTIVE SUPPLY COMPANY,69924,Dissolved
"FRANZ - WATSON, INC.",69924,
D. S. DAVIDSON COMPANY,70052,Dissolved
"FIFTH SEASON, INC. THE",70861,Dissolved
"ADAMS, RICKARD & MASON, INC.",71433,Merged
"MICKELSON, INC.",71597,Dissolved
HARRISON CORPORATION THE,71667,Forfeited
"J.E. SHOMO & SON, INC.",71739,Revoked
"W. H. NEWBOLD'S SON & CO., INC.",72015,Revoked
JOSEPHS - LARSON CORPORATION,72430,Forfeited
"KEYSTONE-PEARSON, INC.",72792,Forfeited
"JOHN N. WILLIAMSON COMPANY, INC.",73462,Withdrawn
"MERRILL ANDERSON COMPANY, INC. THE",73619,Active
"NORMAN P. HALLER & SON, INC.",73952,Forfeited
"N.E. ARGRAVES AND SON, INC.",74288,Dissolved
HENDERSON INCORPORATED,74353,Revoked
"FRANK T. BRADLEY & SON, INC.",74430,Dissolved
HDB CORPORATION,74820,Dissolved
"HOMER D. BRONSON COMPANY, THE",74820,
"ROBERT W. NELSON, INC.",74994,Forfeited
"PJD, INC.",75115,Withdrawn
HOWE RICHARDSON COMPANY,75115,
HOWE RICHARDSON CORPORATION,75115,
H. H. ROBERTSON COMPANY,75124,Revoked
"AECOM ENERGY & CONSTRUCTION, INC.",75391,Active
H. K. FERGUSON COMPANY THE,75391,
MK-FERGUSON COMPANY,75391,
"GEORGE F. EWALD & SON, INC.",75763,Forfeited
"TOWN CRIER, INC. THE",75828,Merged
"VON RANSON, INC.",75828,
"GEORGE LAFLAMME & SON, CORPORATION",76016,Forfeited
"S. J. STEWART & SON, INC.",76198,Active
"E.G. LOOMIS & SON, INC.",76401,Revoked
THOMAS COOK INC.,76842,Withdrawn
"THOS. COOK & SON, INCORPORATED",76842,
"MCCORMICK AND NELSON, INCORPORATED",77252,Active
JDCO LIQUIDATING COMPANY,77287,Dissolved
"CHARLES N. WILKINSON COMPANY, THE",77287,
"LESTER JOHNSON, INC.",77729,Dissolved
"BENEFICIAL INCOME TAX SERVICE OF CONNECTICUT, INC.",77742,Withdrawn
BENEFICIAL FINANCE CO. OF DANIELSON,77742,
CROUSE-HINDS SEPCO CORPORATION,77872,Merged
E. HORTON AND SON COMPANY THE,77872,
"FERRUCCI & SON, INC.",77933,Forfeited
"MARANATHA EVANGELICAL CHURCH OF MADISON, INC.",77986,Forfeited
"GRENHAM & GAULL, INC.",78175,Dissolved
"C. N. WILKINSON COMPANY, INC.",78175,
"GRENHAM, GAULL & WILKINSON, INCORPORATED",78175,
BIRD INCORPORATED OF MASSACHUSETTS,78248,Revoked
"BIRD & SON, INC.",78248,
"HOLSON COMPANY, THE",78263,Merged
RICHARDSON CHEMICAL COMPANY,78443,Withdrawn
"ALLIED RICHARDSON, INC.",78443,
CONAGRA GROCERY PRODUCTS COMPANY,78455,Withdrawn
"BEATRICE/HUNT-WESSON, INC.",78455,
"HUNT-WESSON, INC.",78455,
"AMBROSE & ROLLINSON, INC.",78894,Withdrawn
OLSON INC.,78999,Forfeited
"MILES-SAMUELSON, INC.",79045,Revoked
"R. D. WILLIAMSON, INC.",79261,Forfeited
DICSON CORPORATION,80269,Active
"MEAGHER & SON, INC.",80548,Forfeited
"M. SHAPIRO & SON, INC.",80977,Withdrawn
"W. G. LINEBURGH & SON, INCORPORATED",81090,Dissolved
"PHILIP VALENZANO AND SON, INC.",81160,Active
AEROQUIP CORPORATION,81274,Revoked
811 MADISON CORPORATION,81274,
"ARTHUR A. WATSON & CO., INC.",81527,Dissolved
"ROBERT JOHNSON, INC.",81563,Forfeited
"A. M. AXELROD & SON, INC.",81785,Revoked
"A. M. LARSON COMPANY, INCORPORATED",81800,Dissolved
"A.N. PIERSON, INCORPORATED",81820,Forfeited
"S. MATCHTON AND COMPANY, INCORPORATED",82012,Dissolved
"J. JACKSON & COMPANY, INCORPORATED",82012,
BLAKE & JOHNSON COMPANY THE,82122,Dissolved
BLAKE & JOHNSON,82122,
"A. W. CARLSON COMPANY, INCORPORATED",82142,Active
SALOMON SMITH BARNEY INC.,82166,Withdrawn
SMITH BARNEY SHEARSON INC.,82166,
"CITY POINT CONSTRUCTION CO., INC.",82333,Active
"J. J. HEALEY & SON, INC.",82333,
CALABRO CHEESE CORPORATION,82371,Active
"P. GAMBARDELLA & SON, INCORPORATED",82371,
"LEGG MASON WOOD WALKER, INCORPORATED",82626,Withdrawn
"LEGG, MASON & CO., INC.",82626,
"CONTINENTAL PRODUCTS, INC.",82781,Forfeited
FRANKSON CO. INC. THE,82781,
"CREVANSON, INC.",82825,Dissolved
"CUNNINGHAM & UPSON, INCORPORATED",82898,Forfeited
J. CUNNINGHAM & SON INCORPORATED THE,82898,
"DANIEL GOODISON, INCORPORATED",83032,Dissolved
PAQUIN AND SON INCORPORATED,83046,Dissolved
"FINANCIAL PLANNERS, INC.",83425,Forfeited
"LABONNE-SILVERSTEIN ASSOCIATES OF DANIELSON, INCORPORATED",83425,
"G. C. EQUIPMENT CO., INC.",83534,Dissolved
G.C.P. MASON CORPORATION,83534,
"ISADORE BERSON, INC.",83596,Dissolved
CHARLES WILSON & COMPANY INCORPORATED,83851,Consolidation
DUDLEY-WILSON COMPANY THE,83860,Dissolved
"GILBERT & OLSON, INC.",83875,Merged
"JUDSON COMPUTERS, INC.",83879,Forfeited
"DWIGHT R. JUDSON COMPANY, THE",83879,
"DOWD, WYLLIE & OLSON, INCORPORATED",83884,Dissolved
LL CORPORATION,83974,Dissolved
E. E. DICKINSON COMPANY THE,83974,
"JAMES R. GELINAS & SON, INC.",84080,Forfeited
LP HOLDING CORPORATION,84358,Revoked
"FOREMOST-MCKESSON, INC.",84358,
MCKESSON CORPORATION,84358,
"SHOWCASE OF MADISON, INC.",84413,Merged
"FLETCHER-THOMPSON, INC.",84671,Active
"DOMENIC IORFINO & SON, INC.",84672,Dissolved
"G. E. MADISON STORES, INC.",84943,Dissolved
"G. E. MADISON, INC.",84943,
GEORGE H. OLSON STEEL COMPANY THE,85128,Active
GEORGE H. OLSON COMPANY THE,85128,
"VILLAGER RESTAURANT OF THOMPSON, INC. THE",85384,Forfeited
"WILLIAM F. DISKIN REAL ESTATE, INC.",85522,Dissolved
"DALE W. JOHNSON, INC.",85522,
"S. DIGIACOMO & SON, INC.",85568,Active
"KIPP, GOLDBLATT & PATTERSON, INC.",85588,Merged
"H.G.T. FUND, INC.",85688,Merged
HENRY G. THOMPSON & SON COMPANY THE,85688,
"ELIZABETH JOSEPHSON, INC.",85703,Dissolved
"SCIONTI & SON, INC.",85795,Forfeited
MASSEY-FERGUSON INC.,85855,Revoked
"MASSEY-HARRIS-FERGUSON, INC.",85855,
"H. S. COE & COMPANY, INCORPORATED",85878,Forfeited
"D.L. DICKINSON & SON, INCORPORATED",85878,
PYNE-DAVIDSON COMPANY THE,85890,Active
PYNE-DAVIDSON COMPANY THE,85890,
"TOYZ OF PORT JEFFERSON, INC.",86059,Merged
"TOYZ OF HUTCHINSON, INC.",86072,Merged
"JOSEPH COHN AND SON, INC.",86194,Active
"MARSON CREATIVE FASTENER, INC.",86222,Withdrawn
MARSON CORPORATION,86222,
"C. FOREMAN & SON, INC.",86318,Dissolved
"J. P. KELLY & SON, INCORPORATED",86365,Merged
"JOHN HARRISON & COMPANY, INC.",86380,Merged
"JOHN HARRISON & COMPANY, INC.",86381,Forfeited
CORNWALL & PATTERSON COMPANY THE,86573,Merged
"BLANCHEN, INC.",86770,Dissolved
MASON COMPANY THE,86770,
ALBERT E. ERICKSON CO.,86911,Active
LEAKE AND NELSON COMPANY THE,86929,Dissolved
J. H. SESSIONS & SON,87108,Active
"WM. R. PETERSON OIL COMPANY, INC.",87255,Merged
"WM. R. PETERSON, INCORPORATED",87255,
"MICHAEL'S MARKET OF DANIELSON, INC.",87373,Merged
"JOHN BAZZANO & SON, INC.",87696,Dissolved
"HOLMES AGENCY, INC. THE",87989,Dissolved
"EARL C. HOLMES & SON, INCORPORATED",87989,
"WEATHERVANE, INC. THE",88267,Merged
S. M. DAVIDSON COMPANY,88267,
"WESTON SHOPPING CENTER, INC.",88328,Dissolved
"PETER C. ROBINSON AND COMPANY, INCORPORATED",88328,
"VILLAGE GENERAL STORE OF THOMPSON, INC. THE",88371,Active
"TONY DIMECO & SON, INC.",88536,Active
"L. G. DEFELICE & SON, INCORPORATED",88750,Dissolved
"FRANK TALARICO & SON, INC.",88803,Active
"J.L.L.M., INC.",88837,Dissolved
J. L. LUCAS & SON INCORPORATED,88837,
"L. HOLZMAN AND SON, INCORPORATED",88855,Forfeited
"F. N. GRAVES & SON, INC.",88962,Revoked
"POETS ON:, INCORPORATED",88980,Dissolved
"COLLEGIATE COMPANIES, INC. THE",89033,Dissolved
"HENRY S. HARRISON, INC.",89033,
"H.B. SANSON, INCORPORATED",89289,Merged
"SANSON, INC.",89291,Dissolved
"H. B. SANSON, INC.",89291,
"HENRY B. SANSON, INC.",89291,
"G. W. GOODSELL & SON, INCORPORATED",89356,Merged
"MILLER-JOHNSON, INCORPORATED",89512,Active
J. GROSSMAN AND SON INCORPORATED,89578,Merged
"PASSARELLI & SON,INCORPORATED",90094,Forfeited
"WYATT-LEWIS FUNERAL HOME, INC.",90117,Dissolved
"CYRUS E. LEWIS & SON, INCORPORATED",90117,
ROYSON CORPORATION,90279,Merged
ROBERTSON CORPORATION THE,90292,Forfeited
DAWSON COMPANY THE,90328,Forfeited
"JAMES V. BRIA & SON, INC.",90409,Forfeited
"OLD NICKSON, INC.",90675,Dissolved
"EDWIN I. ROOT & SON, INC.",90761,Forfeited
"GOOD & SON, INC.",90763,Forfeited
"ROBBY ROBINSON, INC.",90768,Forfeited
"MASON, INC.",90905,Active
"LANGELER:MASON, INC.",90905,
"MASON & MADISON, INC.",90905,
"ELIASON MOTORS, INCORPORATED",91112,Forfeited
"LORELLO & ELIASON, INCORPORATED",91112,
"T. O. RICHARDSON, INC.",91125,Dissolved
CHRISTIAN PETERSEN & SON COMPANY THE,91182,Dissolved
WILLIAM J. MACK COMPANY THE,91475,Dissolved
M. H. DAVIDSON COMPANY THE,91475,
"LOUKS & JOSEPHSON, INC.",91859,Merged
"L. L. ENSWORTH & SON, INCORPORATED",91954,Merged
"L. L. ENSWORTH & SON, INCORPORATED",91958,Forfeited
"SOLARCHITERRA 2, INCORPORATED",92399,Forfeited
"J. M. ROBINSON, LTD.",92399,
"JOHN B. PIKE & SON, INC.",92505,Revoked
PALMER CORPORATION THE,92918,Dissolved
"HARRINGTON-HUDSON COMPANY, THE",92918,
"R. J. BARRETT & SON, INC.",93062,Dissolved
"JAMES HUGGINS & SON, INC.",93140,Revoked
"DEBELL & RICHARDSON, INC.",93223,Merged
"SPRINGBORN GROUP, INC.",93226,Merged
"DEBELL & RICHARDSON, INC.",93226,
"HERITAGE TRUST, INC.",93459,Forfeited
"ROLAND E. ANDERSON, INC.",93459,
"M. W. ROBINSON COMPANY, INC.",93512,Forfeited
"M. W. ROBINSON COMPANY, INC., THE",93513,Merged
"A. CIAMMELLA & SON, INC.",93771,Dissolved
"HENNINGSON, DURHAM & RICHARDSON, INC.",93888,Active
"MATTESON PIGGOTT, INC.",94307,Dissolved
JAMES K. MATTESON COMPANY THE,94307,
"R. DUCLOS & SON, INC.",94399,Forfeited
"ANTHONY MANIS - HARLEY DAVIDSON, INC.",94499,Forfeited
"CAVALIERE AND SWANSON, INC.",94569,Forfeited
"F.L. STEBBINS AND SON, INC.",94799,Dissolved
"LENCO PRECISION PRODUCTS, INC.",95148,Dissolved
"DAVID G. NELSON COMPANY, INC.",95148,
"LYNCH & PETURSSON, INC.",95590,Dissolved
"JF & SON, INC.",95654,Dissolved
"WAYLAND F. MARCY & SON, INC.",95671,Dissolved
"PURSLEY & SON, INC.",95702,Forfeited
"NICHOLAS, STEPHENSON AND COMPANY, INC.",95792,Forfeited
WASHINGTON INFRASTRUCTURE CORPORATION,96554,Withdrawn
"ALVIN H. JOHNSON & COMPANY, INC.",96554,
NORTHERN INVESTMENT CORP.,96899,Dissolved
"C. A. ROBERTSON, INC.",96899,
"RALPH JENSEN & SON, INC.",96989,Forfeited
"STANLEY JOHNSON, INCORPORATED",97020,Forfeited
"NATHANIEL HERMAN DICKERSON, INC.",97723,Forfeited
CRAIG M. FERGUSON & CO. INC.,98696,Revoked
"P. M. PEARSON, INC.",99343,Forfeited
"SCASON COMPANY, INC.",100329,Merged
"ARTLOM U.S.A., INC.",100338,Active
"ARTHUR G. LOMBARDI & SON, INC.",100338,
"FRANK ZEMINA & SON, INC.",100833,Forfeited
BRANFORD WINNELSON CO.,101337,Revoked
BRANFORD N. O. NELSON CO.,101337,
"ARTS IN UNISON, INC.",101374,Forfeited
"GREASON, INCORPORATED",101524,Forfeited
"WALTER M. GREASON, INCORPORATED",101524,
"DANIELSON COMPANY, INC.",101705,Dissolved
THE WEYMER CORP.,101785,Dissolved
H. D. ROBINSON COMPANY,101785,
"OCC GROUP, INCORPORATED",102275,Active
"ORSINE-COTTER-CARSON, INC.",102275,
BRENT NASON CORPORATION THE,102276,Forfeited
STUART WILLIAMS ASSOCIATES INC.,102787,Forfeited
"LINDNER & JACOBSON, INC.",102787,
"R. URSO & SON, INC.",102830,Forfeited
"MOLLO PATTERSON, INC.",102988,Forfeited
"DEPAOLA & SON, INC.",103193,Forfeited
TEN O'CLOCK LANE CO.,104062,Dissolved
CHATTERSON COMPANY THE,104062,
MCGRAW-EDISON COMPANY,104091,Withdrawn
"KNOWLEDGE TREE GROUP, INC. THE",104304,Forfeited
"A.S. BRAMSON, INC.",104304,
"WILLIAM L. RODMAN & SON, INC.",104545,Dissolved
CLIFTON R. JOHNSON CORPORATION,104986,Revoked
"FUN & GAMES OF MADISON, INC.",105007,Forfeited
"BEN ELFMAN & SON, INC.",105326,Forfeited
POLYCRETE PRODUCTS CORPORATION,105400,Dissolved
"T. ROGERSON, INC.",105400,
PORTLAND WINAIR CO.,105511,Active
AIR-CARE N. O. NELSON CO.,105511,
W. J. ROBINSON CO.,105859,Forfeited
"CHAMPANY AND SON, INC.",106024,Dissolved
T & S (STAMFORD) CORP.,106099,Forfeited
"T. SESSA & SON, INC.",106099,
"RICHARD T. ERICKSON, INC.",106351,Forfeited
"SHEP JOHNSON, INCORPORATED",106439,Forfeited
"R. MATHEW WILSON, INC",106498,Forfeited
"DAVID P. ELLSWORTH & SON, INC.",106632,Forfeited
"D. HARRISON COMPANY, INC.",107590,Forfeited
ERICSSON RADIO SYSTEMS INC.,107752,Withdrawn
ANACONDA-ERICSSON INC.,107752,
"ERICSSON, INC.",107752,
"JOHN L. SIMPSON COMPANY, INCORPORATED",107760,Active
"L. SANFORD & SON, INC.",107789,Forfeited
"NASTRI & PEARSON, INC.",108158,Dissolved
BUSH-SBARRO RICHARDSON CORPORATION,108332,Forfeited
"M & R OF WILSON, INC.",109322,Dissolved
"HMS HOST FAMILY RESTAURANTS, INC.",109333,Withdrawn
HOWARD JOHNSON COMPANY,109333,
"ALBERT FLATOW AND SON, INC.",109487,Dissolved
CAROLYN ANDERSON CORPORATION,109572,Forfeited
"PHILSON, INC.",109696,Active
"K.B. SHEETMETAL, INC.",109749,Dissolved
"SULLIVAN/BENSON COMPANY, INC.",109749,
"SCHMIDT & NOBILE & SONS, INC.",110506,Forfeited
"A. SCHMIDT & SON, INC.",110506,
"MONTGOMERY/PETERSON, INC.",110584,Active
"WM. STEVENSON CO., INC. THE",110682,Forfeited
WALTER NELSON INC.,110753,Forfeited
"EMBCO HOLDINGS, INC.",111112,Dissolved
"E. M. BENSON COMPANY, INC.",111112,
"PAMASON, INC.",111203,Revoked
"MILLIMAN, INC.",111334,Active
"MILLIMAN & ROBERTSON, INC.",111334,
FIRST CONGREGATIONAL CHURCH (MADISON),112107,Active
"KENSON CO., INC.",112259,Active
"JOHN BLAIR AND SON, INC.",112284,Dissolved
"ELOF HANSSON, INC.",112564,Revoked
"HERMAN C. ROBINSON, INC.",113655,Forfeited
"CANTERBURY VILLA OF DANIELSON, INC.",113949,Forfeited
BOOZAM & SON INCORPORATED,113963,Forfeited
"UNGER & MADISON, INC.",114026,Forfeited
"J. P.'S OF MADISON, INC.",115035,Forfeited
"JOE LOMBARDO MASON, INC.",115347,Forfeited
"IRVSON,INC.",116131,Forfeited
"NEWMAN AND SON, LTD.",116514,Forfeited
"HARRISON AND HARRISON, LTD.",116656,Dissolved
SCS INCORPORATED,116776,Dissolved
"S. CURTIS & SON, INCORPORATED",116776,
"CLOPTON HASKIN RIKLIN AND SIMPSON, INC.",116917,Dissolved
"BARTLETT-RICHARDSON, INC.",117074,Dissolved
JOHNSON-STANDLEY CORPORATION,117515,Dissolved
"RUDDEN-JOHNSON, INC.",117515,
"D. AND E. CARLSON, INCORPORATED",117862,Dissolved
CLARE-VESON INC.,118455,Revoked
"JOHN S. LANE & SON, INCORPORATED",118582,Active
"DONMI/JOHNSON, INCORPORATED",118861,Forfeited
DYSON CORPORATION THE,119085,Forfeited
BILL JOHNSON INCORPORATED,119189,Forfeited
"JACK FISCHER AND SON, INC.",119261,Dissolved
LEWIS A. WIRTH & SON INC.,119454,Active
"AMERICAN DAVIDSON, INC.",119762,Revoked
"MORRISON AND JOHNSON, INC.",119932,Active
"L.W. BUTTON & SON, INC.",119967,Dissolved
"R. B. BENSON AND COMPANY, INC.",120076,Active
"J. M. ANDERSON CO., INCORPORATED",120267,Dissolved
C. D. OLOVSON CORPORATION,120408,Forfeited
"L.A.D. ENTERPRISES OF MADISON, INC.",120443,Forfeited
SECOND MADISON COMPANY. THE,120778,Forfeited
FIRST DANIELSON CORPORATION,120823,Dissolved
"DAWSON & SON, INC.",120890,Forfeited
"J. DEFRANCESCO & SON, INC.",120993,Active
SCOTT W. ANDERSON INC.,121087,Forfeited
"H. BERNIER & SON, INC.",121254,Forfeited
"J. VILLAMIZAR & SON, INC.",122416,Dissolved
"EMERSON, INC.",122513,Forfeited
"DUNWOODY AND MORRISON, INC.",122669,Dissolved
JAMIESON INCORPORATED,123076,Revoked
"W. B. DICKENSON, INC.",123160,Dissolved
"A. J. BUCK & SON, INC.",123396,Withdrawn
LAMSON CORPORATION,123558,Revoked
"SPERRY AND HUTCHINSON COMPANY, INC. THE",123676,Active
"JOHN CONTE & SON, INC.",123919,Dissolved
"PEDER SAMUELSON, INC.",124156,Dissolved
LYNSON CORPORATION,124686,Forfeited
"TESON, INC.",124755,Forfeited
MARGESON CORPORATION THE,124815,Forfeited
"HITSON, INC.",124862,Forfeited
"DAKS-SIMPSON, INC.",124870,Merged
"R. H. JOHNSON, INC.",125061,Dissolved
"NIUNA-THOMPSON, INC.",125278,Forfeited
"NIUNA-DANIELSON, INC.",125278,
"NICHOLAS & SON, INC.",126219,Dissolved
PAGE-WILSON CORPORATION,126551,Withdrawn
H. E. AINSON CORP.,126687,Active
"J-SON, INC.",127109,Forfeited
"J. C. THOMPSON, INC.",127202,Forfeited
A LA FRANCE AND SON INC.,127570,Forfeited
"EMMONS AND WILSON, INCORPORATED",127922,Active
"CALEB V. SMITH & SON, INC.",128018,Revoked
BAHNSON COMPANY THE,128388,Revoked
BRINDERSON CORPORATION,128728,Withdrawn
"EAB MORTGAGE COMPANY, INC.",128771,Withdrawn
"DORMAN & WILSON, INC.",128771,
"R. M. HOSLEY & SON, INC.",129144,Active
"HEEKS-LAWSON, INC.",130148,Dissolved
"HOWARD H. ANDERSON, INC.",130586,Forfeited
"DONIGER DAVIDSON, INC.",131776,Dissolved
"NOEL B. GERSON, INC.",132449,Merged
"HARRY S. PETERSON CO., INC.",132615,Revoked
"ELINOR ARNASON, INC.",132971,Dissolved
STANDISH-JOHNSON CO.,133032,Active
"H.P. SCARPO & SON, INC.",133748,Active
"J. ISLEIB & SON, INC.",134033,Forfeited
"NAUTILUS FITNESS CENTER OF DANIELSON, INC.",134040,Forfeited
"DIET CENTER OF BLOOMFIELD, INC.",134375,Forfeited
"JULIA CORSON, LIMITED",134375,
"STEPHEN L. WILSON, INC.",134961,Forfeited
"RICHARD C. FOSS, INC.",134990,Revoked
"R. C. FOSS & SON, INC.",134990,
